1225,VILA ARCADIA,71072
1226,JD LOURDES,71072
1227,VILA ALBERTINA,71072
1231,VILA ESPERANCA,70750
1232,COHAB JOSÉ BONIFÁCIO,71072
1233,VILA SAO JOSE,94315
1234,VILA MARINA,71072
1235,VILA BRASILINHA,94315
1237,MARACANA,66052
1238,JARDIM CHAPADÃO,62197
1240,CENTRO,61620
1241,CONJUNTO HABITACIONAL MARY DOTA,62197
1242,VILA SANTA LUZIA,62197
1243,PARQUE SANTA TEREZINHA,62197
1244,CENTRO,40037
1245,CENTRO,49271
1247,CENTRO,24635
1248,VARGINHA,65471
1251,PARQUE QUINTA DAS PAINEIRAS,70971
1252,JARDIM URANO,70971
1253,ZONA RURAL,12297
1255,CENTRO,10138
1256,FAVEIRA,13676
1257,SITIO LAGOA,15474
1259,CENTRO,5894
1260,RURAL,3069
1261,JARDIM MARIA SAMPAIO,71072
1263,CENTRO - ZONA URBANA,7277
1264,QUINHOES DO BOA ESPERANCA,67377
1265,BAIRRO PAU D ARCO,21997
1266,ZONA RURAL,12238
1267,ZONA RURAL,11231
1268,VILA JACUÍ,71072
1269,CENTRO,67270
1270,CENTRO,68870
1271,DISTRITO CAATINGA DO MOURA,36510
1274,VILA SANTA CRUZ,70971
1275,PONTA DE AREIA,33677
1276,CIDADE FIM DE SEMANA,71072
1277,JARDIM PANORAMA,67377
1278,SANTO ANTONIO,67377
1281,ZONA RURAL,12408
1282,TELEGRAFO,1074
1285,CENTRO,72311
1286,ZONA RURAL,51110
1287,NOVO HORIZONTE,16039
1288,PAAR,4154
1289,JARDIM PAULISTA,71072
1291,CIDADE NOVA,39098
1292,CENTRO,30775
1293,CENTRO,51357
1294,JARDIM CALIFORNIA,63118
1295,CENTRO - ZONA URBANA,8095
1296,SANTO ANTÔNIO,2631
1297,CENTRO,7161
1299,LAGOA DE TRÁS,50296
1301,CENTRO,53970
1302,MARILANDIA,47333
1304,DISTRITO IBIAJARA,38393
1305,JARDIM PROGRESSO,76775
1307,SANTA BERNADETE,53970
1312,CENTRO,32310
1313,SANTANA,71072
1314,MOSQUITO,15873
